Text,Emotion,Label
i have a feeling my mom wont be so keen on that idea,happy,5
i take a long sip and feel the cold sensation of the iced capp,anger,1
ive been devoting myself to you monday to monday and friday to friday not getting enough retribution or decent incentives to keep me at it im starting to feel just a little abused like a coffee machine in an office so im gonna go somewhere cozy to get me a lover and tell you all about it,sadness,0
i read through the ol feefyefo space i feel amazed at how much i could blabber and how transparent i was with my life,surprise,3
i could have just paid and rushed off i dont think they could really have stopped me but i was also feeling my submissive sissy emotions bubbling to the surface,sadness,0
i feel pretty pathetic right now,sadness,0
i mean as a group thing it felt good to get in there and add something relevant for us but im still not really feeling delicious as a tool for me,happy,5
i cant help but feel suspicious of everything,fear,4
i think i might be lacking in judgment about what matters and what doesnt but why do i feel like this is just going to go away in the most unfortunate regretful way possible,sadness,0
i have my own mind and i feel like my mind is dangerous to my life,anger,1
i feel completely shaken up,fear,4
i cant believe the moment where i feel the most useful is when im washing the dishes,happy,5
im looking good and feeling good other than this crappy cold im dealing with,happy,5
i felt such a resonance with your words i feel so ashamed that my feelings seem to have gotten the better of me,sadness,0
i tell my a little how much i hate feeling needy how i hate that moment when i know ive become too attached in my own head,sadness,0
i feel too overwhelmed to clean anything so i just let it all pile up until it makes my whole life feel like it is going to come crashing down around me and i am helpless to stop it,surprise,3
i feel like i betrayed my ex like i still need to be loyal to him i want to wait until im completely over my ex,love,2
i feel stupid img width height src http voicesfromkrypton,sadness,0
i start to feel really awkward about the tubelight reflecting on the glossy paper with a picture of a red laced bra,sadness,0
i repeat over and over in my life in which i try to take control in my life but it when it doesn t work i feel afraid that i have no control,fear,4
i feel like my valuable college years are being wasted in daily routine,happy,5
i can feel the longing and care and love too,love,2
i feel bad enough now,sadness,0
i sat with dave atell at first trying not to feel rude while the guys were eating,anger,1
i feel pretty beaten,sadness,0
i feel heartbroken that a group of my fellow americans fell for the prosecutions fear mongering theory elashis daughter noor said outside the courthouse late monday,sadness,0
im feeling cranky,anger,1
im totally digging and all the band business over the last little while i feel like ive been totally socially and emotionally neglectful of a lot of shit in my world,sadness,0
i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him,happy,5
i feel very angry but once a simple msg made me blur really blur,anger,1
ill write a bunch youll respond and then ill back off in part because i feel shy,fear,4
i feel so welcomed in chicago,happy,5
i was feeling so amused at the man s tone that i too could not help laughing,happy,5
i feel are flawless while they slowly declined in quality after that,happy,5
i don t feel bitter about my lot nor do i wish any other mother s son was in my place,anger,1
i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,sadness,0
i feel homesick near to the end of the last week in thailand,sadness,0
i begins to feel herself grow too fond of him and asks him to leave her alone for good,love,2
i can t justify i get a little annoyed when non diabetics say they have low blood sugar because i imagine their low blood sugars don t feel as terrible as mine do,sadness,0
i can feel him kick and move and know that it will be ok,happy,5
im sure that in a couple of months i will be feeling homesick while i skype with my family on thanksgiving and when im working for the first time on december th taiwan has already surprised me with the interesting and enjoyable holidays they have here,sadness,0
im feeling strangely sympathetic to little milly tonight so much so im going to use his real name,love,2
i just wanted the world to feel strange to me again,fear,4
i feel developers should hear that people are really impressed with their work if they are,surprise,3
i feel naughty just being this girls friend,love,2
i find it unloving and unkind to our bodies and only makes us feel like we re being punished for something,sadness,0
i walked into the dawn treader feeling fairly skeptical and walked out with three great books one was a hardcover book in japanese that i picked up for my mom for,fear,4
i dont like about coldstone is i feel like everything i get is waaaaayyyy too sweet but i think that choices does a good job of making delicous creations without giving you that creaminess overload,love,2
i tried to explain what my lyme and coinfections feel like i guess i could say it is a horrible painful nightmare that just won t end,sadness,0
i feel soo dull these days,sadness,0
i feel sad and discouraged,sadness,0
i feel certifiably idiotic right now,sadness,0
i managed km in one go once feeling really exhausted afterwards but i survived,sadness,0
i forgive myself that i have accepted adn allowed myself to feel uncertain and inferior the moment someobdy is looking at me as i do physical labour,fear,4
i did not really want to die but i wanted out of the pain that i was experiencing and that i was allowing others to experience by watching me and feeling helpless to do anything about it,sadness,0
im sinking back into feeling rejected and also wondering what i could have done differently,sadness,0
i feel a little overwhelmed,fear,4
i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife,happy,5
i feel peaceful secure and independent,happy,5
i used to wake up feeling horny sometimes and have to finish myself off before i got up,love,2
i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,surprise,3
i don t feel depressed because i m missing out on all my american traditions or commodities,sadness,0
i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,happy,5
ive been taking or milligrams or times recommended amount and ive fallen asleep a lot faster but i also feel like so funny,surprise,3
i need the cantor ministry after you made me feel that they all hated me and supported your views of me,sadness,0
i was fascinated by the ebb and flow of the water and stood there feeling content watching the waves,happy,5
i finally feel like im getting treatment for my injury and that im not being punished for having been injured during an assault,sadness,0
i feel now i am not giving all of me to christ and i want to be devoted,love,2
i am feeling disappointed at myself for making mistakes or getting frustrated for not knowing a lot of things taryns words would be ringing in my head,sadness,0
i feel so thrilled to share with my fans because lots of my songs are inspiring,happy,5
i wish gervase would have piped down so id feel a little less vulnerable right now,fear,4
i feel that the media cannot be resolved effectively,happy,5
im tired of feeling so lethargic,sadness,0
i get the more confident i feel about being well prepared when i graduate,happy,5
i always feel quite smart when wearing this,happy,5
i feel that they are vulnerable in the coming election given their performance,fear,4
i wake up feeling cranky and out of sorts,anger,1
i feel guilt that i was cranky last night and didn t fully embrace my evening alone with the boy,anger,1
i feel cranky already,anger,1
i feel pathetic and i want to push myself but the idea of chicken mince wheat free pasta rice spelt bread and fruit sorbet is quite scary,sadness,0
i struggled with feelings of anger hurt and sadness yet i still felt hopeful,sadness,0
i feel that hallmark was sincere in their apology and am going to let it go,happy,5
i feel stressed my intention is to remain in control of my feelings,anger,1
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,sadness,0
i feel stupid the pointlessness of the cu,sadness,0
i hope you are all feeling glamorous today,happy,5
i feel lame all i use is color pencils to color pokemon,sadness,0
ive been saying things for a number of days that i feel may be too optimistic,happy,5
i feel a bit ashamed that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time,sadness,0
i am feeling out of balance or troubled about something i have a few guiding principles that i consider choose the highest priority,sadness,0
i think i could manage one team in jacksonville without feeling too dirty,sadness,0
during lectures,happy,5
i had to work in one i would not feel quite so affectionate,love,2
i can sleep on the couch or on the floor if you are still feeling shaken he offers gently,fear,4
i feel a strong connection with another human being and i want to spend more time with her,happy,5
i feel so lousy and useless in my class,sadness,0
i love feeling productive and getting things cleaned out an sorted through,happy,5
i feel gloomy and i desperately seek affection,sadness,0
im feeling generous and yesterday was my year tpt aversary and i have slacked in the blogging since last week as ive been sick,happy,5
i know they don t really mean anything by it but when you are feeling as crappy as i am you find yourself really wanting to give them a wakeup call,sadness,0
i was feeling awful because it felt like i was pushing really hard to maintain the pace which sounded really slow,sadness,0
i feel so horny horny,love,2
i wanted to go and ask him about my batting but was feeling hesitant about approaching such a big player,fear,4
i ate great and whats even better is that i feel terrific,happy,5
i have been really feeling my age and beyond this week i thought a gentle reminder was in order,love,2
i was feeling and could answer all my stupid questions,sadness,0
i wake up every morning and feel like i have been beaten with a baseball bat,sadness,0
i really like it a lot and think its a great fit for me and i love talking to the patients and trying to help them feel less nervous or at least that someone cares about them for a few minutes,fear,4
i could try to reach my tongue out to lick it but in vain so close i could feel the divine warmth from her pussy but in vain,happy,5
i feel more passionate about things too,happy,5
i feel dumb putting so much thought to such a stupid little thing but its getting to me,sadness,0
i know that there will be days that i am going to feel discouraged,sadness,0
i combinations frozen yogurt food art and many more snaps making me feel so miserable about my life while i was still stuck in the office,sadness,0
i feel virtuous for going to spin class then driving all the way to blackburn in the manual unsupervised and sucessfully handbrake starting,happy,5
i feel inadequate in those moments as a momma,sadness,0
when i nearly caused a traffic accident with my car,fear,4
i feel threatened or anxious i become numb and detatched from my emotions and environment,fear,4
i know beyond a shadow of a doubt that i am loved i feel the most unloved unworthy and rejected ive ever felt,sadness,0
i feel that as this greedy obsession continues sustainabilitys growth will be hindered,anger,1
i woke up later in the morning it was clear that she was feeling pretty lousy and luckily our normal vet had an appointment available later that morning,sadness,0
i finally admit im feeling sorry for myself evar ok i finally admit im feeling sorry for myself if bc,sadness,0
i feel like i am punished for having them too,sadness,0
i didn t even think i was the type of person that could feel homesick,sadness,0
i hope to always remain grateful even when feeling a little unsure about my endeavors,fear,4
i wanted everyone no matter what their lifestyle to feel a little bit glamorous,happy,5
im feeling terrible i couldnt feel worse,sadness,0
i have been following your blog i feel like ive gotten to know the real you not some filtered version or a fake internet persona of who youd like to be,sadness,0
when i was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic,fear,4
i would probably dine here once in a while especially if i am feeling rich which i dont,happy,5
i don t talk about it a lot but a majority of my time is spent at work and at work i m feeling generally unhappy lonely frustrated and even a little bitter from past events that just won t go away,sadness,0
i could look up the coordinates of the cave but im feeling adventurous and decide to find it myself from tibris directions,happy,5
i was driving i feel so contented after sadhana so fulfilled,happy,5
i feel naughty by ratbagx,love,2
i can t imagine any reader feels lethargic calm and content after reading it,sadness,0
i wasnt feeling so ashamed that i spent a whole lotta time and precious energy doing this mind you,sadness,0
i would have left that exam feeling humiliated and reevaluating everything i know about myself,sadness,0
i feel peaceful and happy about this decision and i am glad and grateful for the remaining three months that i have in mombasa,happy,5
i am feeling energetic and healthy for the first time in a long time i guess an almost lb total weightloss will do that for you,happy,5
im not sure if what im feeling is so extremely vulnerable or now that i feel so depressed and sad,fear,4
i felt good and feel fine today too,happy,5
i feel the most glamorous is when i m feeling the most capable the most confident or the most in tune with my own mind,happy,5
i spent all of wednesday feeling miserable,sadness,0
i had a feeling bernd would have odds this week around to and that is more than generous of the sportsbook,love,2
i never feel like i have it perfect sometimes i lean a little too heavy on the work which means more chaos at home and sometimes i lean a little too heavy on the home which means i get a little lonely and cranky,happy,5
i am pleased that only pgce qualified teachers can work here it makes the effort expense to gain mine feel worthwhile,happy,5
i really feel like there s a talented artist buried somewhere inside of ethan,happy,5
i feel ashamed of my lack of empathy at times,sadness,0
i feel sometimes more joyful after i have read scriptures or prayed after i have done those things than while i am doing those things,happy,5
i really feel like is mostly the culmination of starting to play more clubs and wanting to make more dancefloor friendly stuff and having stuff that has a certain tempo range that fits nicely in that setting,happy,5
i feel like its an excuse for being boring as an individual or lack of confidence in your individuality,sadness,0
im putting it in my palm and blowing on it hoping it gets to the ears of the universe and its feeling a little generous the day it reaches them,happy,5
i feel so numb f,sadness,0
i feel and i am keen to come to china and experience life in a new country,happy,5
i feel like in order to live a compassionate life this is an essential piece of the puzzle for me,love,2
im tired of feeling dumb,sadness,0
im already not feeling terrific,happy,5
i have to admit that i feel skeptical about making these changes and wonder are natural sweeteners any better for your body than refined sugars or are all sugars the same in the end,fear,4
i feel this strange bonding with my bed and wardrode have been using both a little more than a decade,fear,4
i ask that before you dump millions of dollars into your party which you have rightfully earned perhaps consider that as the leader of the free world you should be feeling the crunch as well,happy,5
i feel like i broke all my rules and i won lots of battles other days i feel like nothing changed since days ago,sadness,0
i just naturally feel like i m a better player,happy,5
i feel more inspired to get back into the mindset of putting the good stuff into my body,happy,5
i feel so pissed and i feel like sleeping s,anger,1
im not feeling real strong lately,happy,5
i was able to be myself and not feel pressured to talk in a group so it was in a way better than all the years in secondary school,fear,4
i find im barely breathing and feel a little frantic,fear,4
i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,fear,4
i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans,anger,1
i am feeling pretty worthless right now,sadness,0
im not sure if the energy in trying to sew up the race to dubai and competing in the fedex cup has taken more out of me than maybe i thought because while i am feeling ok physically mentally i feel really tired he said,happy,5
i feel it must have been the violent dream i had to snap myself awake from a difficult dream of my mother representing anyone and everyone and self violence universal but beautiful in its metaphor,anger,1
i am too fragile to feel too vulnerable of pain and too easy for tears,fear,4
i was feeling angry and jealous and deceived,anger,1
i hate feeling that im so indecisive,fear,4
i feel i know myself well enough to know what i will or will not do can or can not do what can be tolerated or not,happy,5
i ignored her minor tantrum and jumped down from the table beginning to pace again and feeling agitated,fear,4
i cant really explain the feeling i get inside when someone is mad at me,anger,1
i feel like my house is constantly messy and i feel like i am always cleaning up after them,sadness,0
id feel better later in the school year,happy,5
i feel strange out of sorts and i wont resort to this again,fear,4
i were feeling pretty isolated and marginalised and my greatest enemy was the united states which is the only country to have ever deployed a nuclear weapon or two against civilians then i might just want to get one myself,sadness,0
i feel simultaneously superior and inferior to each other writer and i wish i could take back some off the things i said,happy,5
i do not always find myself feeling thankful but over the years i ve gathered a few tricks that allow me to feel grateful in the face of moments when the last thing i want to do is say thanks,happy,5
i wasnt going to post anything about his death because i made me feel mad and shitty,anger,1
i guess thats why i bought some black nail varnish cos i was feeling rebellious,anger,1
i did feeling jolly accomplished currently,happy,5
i feel like i am the only person who is not ecstatic to be here right now,happy,5
i honestly feel kind of embarrassed and a bit guilty,sadness,0
i am feeling impatient i havent been blogging because each day was pretty similar sleep eat pregnancy pains sleep etc,anger,1
i woke up feeling rather devastated,sadness,0
i bet almost each of us though once in their life ever had this kind of feeling called jealous,anger,1
i got a bad feeling ryodan doesn t plan to leave me alone in there too long with all those computers,sadness,0
i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that,anger,1
i can feel dazed by all those choices so much so i find myself standing still in front of that blank page unable to make a move,surprise,3
i understand that any of my extremely positive attributes and there are some are overshadowed by my weakness and subconsciously some people are wired up to feel superior to others and thereby treat them differently,happy,5
ive been without a home without somewhere that i feel truly welcomed and safe,happy,5
i don t particularly have too much to say on it as it works well but doesn t particularly feel like it s something very clever or new,happy,5
i feel that there is something valuable about herzog s study particularly as it relates to the idea of art and media influencing society and culture,happy,5
i overhear the victory tune on some geeks ringtone i feel triumphant,happy,5
i feel like a total bitchy person today yay,anger,1
i have agonised over writing a review for this book my words just dont seem to flow i feel somehow inadequate for this task,sadness,0
i am now feeling more and more confident and with little improvements here and there i know i can be fighting for a top in most races and a spot in the money if i stay the course,happy,5
i feel excited just imagining it,happy,5
i felt like earlier this year i was starting to feel emotional that it was all over but now its just surreal confusion to be quite honest,sadness,0
i feel completely groggy this morning,sadness,0
i feel fine e terminando com eight days a week um ano depois,happy,5
i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come,anger,1
i had stated to her the reason i feel so fearful is because i feel unsafe,fear,4
i feel style of charming creepy macabre drinks the fountain,happy,5
i feel awful about missing school,sadness,0
i must feel loving toward everyone,love,2
i feel like i would have liked the ending better,love,2
i feel jolly,happy,5
i dont think i misinterpreted at all helped me feel more assured about the sort of work i had been doing and continued to do,happy,5
i was feeling too agitated to read and it was too hot out to walk,anger,1
i feel on the verge of tears from weariness i look at your sweet face and cant help but tenderly kiss your cheeks,love,2
i feel pretty officer krupke and somewhere,happy,5
im feeling a bit nostalgic about this flashback friday entry because i realise how different things are today,love,2
i focus on it when writing this i feel a bit of tightness the popular alternative to pain around the area,happy,5
i feel incredibly sarcastic right now,anger,1
i feel useless and worthless,sadness,0
i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had,anger,1
ive reserved the right to feel all stubborn and powerless about it,anger,1
i feel twitchy and physically agitated,anger,1
i feel it is too dangerous to invest in such markets,anger,1
i feel as if i prepare for hurricanes every day of the week and at the end of the night these three precious storms leave their trail throughout my home,happy,5
i always feel like im entirely pathetic and needy but those people usually tell me that i was neither just quieter than usual,sadness,0
i think about it more i have been feeling symptoms of a cold and headaches for the last couple days,anger,1
i feel listless and things have been rather strained around here lately,sadness,0
i feel so sympathetic embarrassed for betty here that it s tough to watch,love,2
i shared with a trusted friend how i am feeling towards another respected friend,happy,5
i feel edmontonians are superior to the residents of any other major city but if you ask me what keeps me living here despite my obvious hatred for the climate of the year then my response is family and friends,happy,5
i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my efforts to what matters most,sadness,0
i feel as though you are determined to annoy me you know i dont want you listening to the radio,happy,5
i do feel tender,love,2
i no longer a chiuv that is one a man with have an obligation to say kaddish and daven from the amud lead prayers i feel more relaxed,happy,5
i drink into my feelings get numb,sadness,0
im just figuring these lyrics out myself so apologies if im slightly wrong but it just feels a bit fake,sadness,0
i hate all shopping when i feel rushed by hoards of people,anger,1
i make a piece that i feel is unsuccessful ill dismantle it and recreate it until i feel like it works,sadness,0
i have a few prayer requests if you want to the add your own to the list feel free,happy,5
i feel very honoured to be a part of her blogger collaboration series on whats in my handbag,happy,5
im feeling really annoyed,anger,1
im feeling so contented while typing it,happy,5
i feel my heart is in your hands your love is all that i demand so give me a chance to show you sweet romance a href http creativecommons,love,2
i dont want this blog to be too similar to many others but i may occasionally post a picture of something i feel is an accomplishment or something i am proud of,happy,5
i feel a little paranoid that i may forget what ive learnt,fear,4
i didnt respond because i feel that some days i cant just put on a fake smile and pretend like life is great and not let the negativity creep in,sadness,0
i have always wanted ice cream when i feel lousy,sadness,0
i just feel more and more like not caring about what people think of me as long as im happy with myself i love you and your personality and everything,love,2
i have a feeling my view isnt going to be very popular and thats fine,happy,5
i feel like its important to reveal lessons youve learned in tough times along with ones youve learned in awesome times when you are endeavoring to build an audience through honesty and authenticity,happy,5
i usually feel suspicious and guilty about this considering how little i do during my work day,fear,4
i feel for the genuinely shy and cautious women at home who after reading shades think that theres something wrong with them that they dont orgasm when someone touches their boob,fear,4
i feel like if there are pickles in the fridge everything will be ok,happy,5
i do find that this question puts me right at the edge of bringing the love of the dharma into the world an edge that i feel is vital and necessary,happy,5
i didnt think i was angry but now that im typing away feeling my words evaporate into cyberspace i am very pissed that this is happening,anger,1
i starred into susan s gaping cum filled ring i could feel my own cock hardening in the vain hope of fucking this goddess myself but that would have to wait another day,sadness,0
i walk by those temptations i feel disgusted,anger,1
i ended up eating lots of carbs on both days but i didn t feel as pressured to eat a bunch on the last day,fear,4
ive also discovered that because i feel less agitated by caffeine and cravings this coping method is unnecessary huge,fear,4
i apologize to anyone who may feel i have been a neglectful slacker mcslackerson,sadness,0
i doubles victory over brown struff we went back on sunday feeling really optimistic and looking forward to another day filled with more fedtastic tennis,happy,5
i have my drive back and am begging to feel a little bit useful again,happy,5
i feel ungrateful for being unhappy but i cant seem to move on properly,sadness,0
i feel disgusted to even be associated with this woman by my race and nationality,anger,1
i feel so honored to call rex dingler a friend,happy,5
i just feel disappointed for losing he said,sadness,0
i feel safe to leave my house in the morning,happy,5
i straight away started to feel my blood boil anger coming over me and that very nerve getting agitated,anger,1
i feel like this was a very productive year for me in that area,happy,5
i feel like federer is more talented player for sure,happy,5
i am feeling shaky and weak,fear,4
i go on these walks with my mother in the evenings i feel this frantic anxious energy from her as if shes losing her daughter and doesnt know how to win her back,fear,4
i feel that those who visit and come to this site become members of it would have a bag of tools which they can use to make their lives successful in many ways,happy,5
i need to learn to have to feel this much pain and suffering,sadness,0
i have been feeling very stressed these days,anger,1
i feel ashamed to have not read it yet,sadness,0
i was feeling more appreciative,happy,5
i was already feeling exhausted and it was a matter of survival from that point onwards,sadness,0
i feel like it would make the startled person laugh and think it would be a nice eid gift,fear,4
i always feel awkward,sadness,0
i feel like a paranoid annoyance when in reality she wouldve talked to anyone that way,fear,4
i feel especially strongly about this since i have hated my teeth forever i was one of the unlucky ones who got bad genetics and an even worst orthodontist and pediatric dentist,anger,1
i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,sadness,0
i just feel so wronged and sad that i cant even have the space i want,anger,1
i have succumbed to the dreaded commuter virus and feel altogether a little bit rotten,sadness,0
i feel amused and kind of tired still in the morning i,happy,5
i dont think thats what ill do because i feel its just really awkward,sadness,0
i feel rotten all week because i hardly ever see you that s why i wrote this hopeless song i ve never been in love with a girl like you before darling come with me such a wonderful thing has never happened to me before you re the only one who touched my heart it s all a question of courage,sadness,0
i have been feeling very apprehensive about going back,fear,4
i came away from the experience feeling rather confused and it left a sour taste in my mouth,fear,4
i feel so extrememly bitchy today that ive done something i have never done in my years of life,anger,1
i spend all day in bed or when im feeling adventurous on the couch because when i get up my leg hurts worse than my aching heart after titanic,happy,5
i feel shamed hes not here,sadness,0
i feel so happy when i eat something that i know i started from seed and cared for along the way,happy,5
i feel quite jolly in spite of the heat and the lack of commercialism,happy,5
i feel pissed my friend didnt offer me a soda,anger,1
im sure its a great film but i guess i wasnt feeling too appreciative and just had a long day,happy,5
i feels so proud of my self img alt onion head emoticons src http www,happy,5
on a dark night i felt that there were several people near me and i did not know who they were,fear,4
i talk about in this essay is that people feel differently about poetry when they re angry or sad,anger,1
i am looking forward to getting baptized maybe but not until i feel devoted and broken in front of the lord,love,2
i feel like people seem to be intimidated by me or this blog,fear,4
i glimpse at his clarity when he takes the reigns i can feel the calm,happy,5
i didn t feel well,happy,5
i also intended to study but that didn t happen either so here i am feeling a little less virtuous amp holier than thou than i would if i had actually done something constructive over the past week,happy,5
i feel extremely honoured and flattered that you are turning to me for advice in this matter and hope that i can help you with your decision,happy,5
i think it is possible maybe i am denying it maybe i am not opening myself up to the whole possibility maybe it is only just now i have realised that it is possible to give a man men that power over me to make me feel shaken in my leather sandals,fear,4
i remember feeling surprised that i had the option not to listen,surprise,3
i feel passionate about these issues i want to see others become as passionate and the blog hop becomes fun for me in spite of how much work goes along with it,love,2
i feel like i am one of the most confident people around but maybe my confidence in certain things is not the same confidence i have in myself as a human being,happy,5
i feel more loyal to lucy,love,2
i feel passionate that students should have choice in their reading and that it is my job to encourage a love of reading,happy,5
i didn t feel like she was shy so much as taking it all in as her mother has described her,fear,4
i feel as though i gush on an on about the gorgeous colors of the produce we receive through our farm share and i have to do it again this week,happy,5
i feel so hated by the man that is suppous to love me forever and ever,sadness,0
i have survived the low part of the crash im starting to feel hopeful again,happy,5
i remember feeling amazed,surprise,3
i never had the pleasure of meeting him but i feel like i know him through his popular weekly newspaper column the ridgerunner report by jim solberg,happy,5
i feel exhausted just by writing that,sadness,0
i want to feel admired and loved,love,2
i can really spend some time wit him soon and feel loved again,love,2
i hope that you are all feeling festive and keeping warm,happy,5
ive been feeling a little homesick these days a usual thing around holidays but have been bringing some things from home into our celebrations here to ease the feeling of being far away,sadness,0
i really hope she shares the same feelings they would be so wonderful together,happy,5
i feel strangely calm for having everything literally on the line with this vote,happy,5
i went to see my pcm on post for a follow up appointment and i left feeling hopeful and optimistic,happy,5
i am feeling festive and in the mood to give a gift,happy,5
i may have to learn how to say their african names so that when im feeling boring and uninteresting i can slide them into conversation to impress others,sadness,0
i know also that many others especially parents feel shocked and betrayed at what has been revealed,surprise,3
i admit that with all the thoughts that go through my head i feel doubtful at times coz im scared,fear,4
i actually stop to think about it it makes me feel quite overwhelmed,fear,4
i hope the nathan and haley fans droop in there as a result of i feel theyll be terribly glad with the result,happy,5
im feeling as though this is all pretty boring,sadness,0
i feel relaxed and comfortable,happy,5
im just saying that if i did they would make me feel successful,happy,5
i feel slightly offended,anger,1
i might be afraid to leave the house to nurse in public to commit to a social engagement or to wear anything that makes me look worse than i already feel so in honor of fearless friday i invite our newbie mom readers to do something that scares them,happy,5
i feel so highly intimidated that i get flustered and cant form my words not even in english with her,fear,4
i often feel like a child here i speak the language like a child i generally walk around the town confused like a child i have child like relationships with most of the natives and my knowledge of the area and culture is equivalent to a childs,fear,4
i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,sadness,0
i feel ok and go out into the world to work buy food or just go for a walk,happy,5
i feel selfish for it,anger,1
i know how they feel about it all and they talk like the ppl above them on the ladder are so vain amp shallow amp bla bla bla,sadness,0
i look back on that moment of my writing life and feel a bit ashamed that there is a part of me that wants to wrap up the everything theory series and then pack up the story ideas and call it a day,sadness,0
i also love seeing a star emerge and i feel like in a few years everyone is gonna know and i can be one of those people who says obnoxious things like bah,anger,1
i feel i am not that sociable enough thus for friends wise i guess i do not miss most of them,happy,5
i remember feeling surprised and stunned that a writer of the stature and quality of lauren had read one of my books long ago,surprise,3
i remember feeling hair and being confused my kids dont have hair at birth but not having the presence of mind to really process what i was feeling,fear,4
i have a feeling that the smell is not going to be pleasant,happy,5
im slow about this but it does feel weird returning to a home without your mum anymore,fear,4
i have been feeling awful,sadness,0
i agree with your original comment about down by the water i feel like that song transcends time and is gorgeously romantic but it s cinematic in that i feel like i m watching a story that belongs to someone else,love,2
i feel this is a very truthful parable because it s so evident in all aspects of life,happy,5
i feel greedy with my thoughts and it is a relief to let them linger,anger,1
i coaxed myself up onto a high horse reminding myself how gratuitously and nastily homophobic stand up comedy tends to be and how even if sam kinison s semi famous friend or his opening acts did not happen to fit that bill i still didn t feel like supporting the industry,happy,5
i am standing so close to said cow her name is gabriella btw i feel rude calling her a cow,anger,1
i feel uncomfortable using the word awesome but this idea actually is,fear,4
im feeling so jaded right now,sadness,0
i feel so thankful i have been able to figure out ways to get around or deal with most of these minor side effects and that i have not dealt with anything too serious,happy,5
i do not want to feel regretful because i did not stop you from smoking before so much damage was done,sadness,0
i came away from this evening feeling very rich that i have a friend down the street that is so very close to me,happy,5
i feel so cranky right now,anger,1
i feel pretty the body of the email usually contains oh so pretty,happy,5
i can feel the damage in aching joints headaches backaches etc,sadness,0
i then immediately have feelings of guilt for having those selfish thoughts and my practical side appears how could i do that who would take care of the kids and my parents,anger,1
i have a feeling it will be fine,happy,5
i feel sure a new necklace will come from this afternoon of beach combing,happy,5
i didn t feel an aching inside,sadness,0
i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,happy,5
i feel like i m a doomed gladiator in a stadium constructed of cardboard and copies of romeo and juliet and the outsiders are screaming for my blood,sadness,0
i hope that one day i can escape tia place that i feel has held me back that has inhibited me from reaching my potential but that isnt me for decide just to pray on,sadness,0
im sharing our school room because im sure im not the only one that struggles or has struggled with school room jealousy of feeling less than perfect,happy,5
i quite often get up feeling groggy but after meditating and having a fresh juice i feel as good as new,sadness,0
i am already feeling frantic,fear,4
i feel a little jealous of the people who are sitting in the coffee shop all leisurely like at in the morning,anger,1
i feel for the people who dont see its worth or are too afraid to discover it,fear,4
i feel i can never thank you enough for helping this girl with a troubled past become who she is today,sadness,0
i feel very honored to be part of this team and attending this launch as it definitely was an eye opener and something very new to me,happy,5
i only have a few things on my list i feel super guilty and can t relax,happy,5
i admit to feeling slightly alarmed that her book was also based on olden sarawak and there seemed to be parallel plot lines to the jugra chronicles,fear,4
id probably go with none on and hope that my date admires a confident girl who feels fine without makeup,happy,5
i don t feel that longing,love,2
i don t feel like teaching it s simply because there are so many other pleasant things to do that require less effort on my part,happy,5
i sort of feel like one of those people who was unfortunate and lost their father when they were and life goes on,sadness,0
im left feeling nostalgic and lonely,love,2
i have to tell you that i feel insulted,anger,1
im feeling thankful for books york peppermint patties finding a roommate this year who has become a very dear friend of mine blake,happy,5
i now feel less doubtful towards that person about his her sincerity in rebuilding our relationship,fear,4
i dont have enought time and i get tired of being made to feel unimportant,sadness,0
i feel hes being very casual with my entire future,happy,5
i used to feel guilty about the large portion of my time and income devoted to various craft hobbies but eventually i realised that i am stress busting and its cheaper than therapy,sadness,0
i hurt your feelings or angered you with my last rant im sorry,anger,1
i feel highs so ecstatic that just being normal feels like a thousand mile drop and being unhappy is excruciating,happy,5
i want him to feel uncertain and unsettled because he deserves it and maybe itll teach him a lesson,fear,4
i get the pre birthday blues when i spend or weeks feeling slightly melancholy because of all the things i havent done while my life whizzes by,sadness,0
i feel really wimpy saying it but,fear,4
